ts,lat,lng,engineload,coolant,engineoiltemp,vehiclespeed,rpm,obddistance,runtime,engine_torque_percent,selected_gear,current_gear,fuel_consumption,fuel_level,fuel_economy,accelerator_pedal_pos,engine_throttle_valve1_pos,enginefueltemp,brake_switch_status,clutch_switch_status,parking_switch_status
1709340731,19.06934,78.355148,28,33,1774.9688,0.0,749.0,60780800,1970.85,21,130,0,17935.5,23.6,0.0,0.0,100.0,215,Released,Released,Pressed
1709340794,19.069347,78.355141,22,41,1774.9688,0.0,1208.375,60780800,1970.85,18,130,0,17935.5,23.6,0.0,23.6,99.6,215,Released,Pressed,Pressed
1709340857,19.069414,78.355179,25,48,1774.9688,1.40625,752.625,60780800,1970.85,18,130,129,17936.0,22.8,0.33789062,0.0,99.6,215,Pressed,Pressed,Released
1709340920,19.069258,78.355225,35,52,1774.9688,2.8125,996.375,60780820,1970.9,27,130,129,17936.0,20.4,0.12109375,33.6,99.6,215,Released,Pressed,Released
1709340983,19.069094,78.355339,0,57,1774.9688,4.53125,1065.75,60780840,1970.9,1,130,3,17936.0,23.2,125.5,3.2,100.0,215,Released,Pressed,Released
1709341725,19.069117,78.356079,22,58,1774.9688,0.09375,750.75,60780920,1970.95,20,130,129,17936.0,22.0,0.38671875,0.0,99.6,215,Released,Pressed,Released
1709344633,19.069157,78.356049,0,53,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709344696,19.069153,78.356049,0,53,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Pressed,Pressed
1709344759,19.069094,78.356041,0,53,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709344822,19.069141,78.355995,0,52,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709344885,19.069143,78.355995,0,52,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709344948,19.06912,78.35598,0,52,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345011,19.069124,78.35598,0,52,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345075,19.069126,78.355988,0,52,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345137,19.069122,78.355995,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345200,19.069111,78.356018,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345263,19.069113,78.356018,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345326,19.069105,78.356018,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345389,19.069107,78.356026,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345452,19.069113,78.356026,0,51,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345515,19.069113,78.356026,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345578,19.069122,78.356026,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345641,19.069117,78.356033,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345704,19.069115,78.356026,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345767,19.069126,78.356033,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345831,19.069145,78.35601,0,50,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345894,19.069134,78.35601,0,49,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709345957,19.069136,78.356003,0,49,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709346020,19.069126,78.355995,0,49,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709346083,19.069126,78.355988,0,49,1774.9688,0.0,0.0,60780920,1970.95,0,130,0,17936.0,23.2,125.5,0.0,100.0,215,Released,Released,Pressed
1709346146,19.069124,78.355995,27,48,1774.9688,0.0,759.125,60780920,1970.95,19,130,129,17936.0,23.6,0.0,0.0,100.0,215,Released,Pressed,Released
1709346209,19.069166,78.355965,20,53,1774.9688,6.359375,807.125,60780944,1970.95,11,130,7,17936.5,24.4,1.859375,0.0,100.0,215,Released,Pressed,Released
1709346272,19.069117,78.355705,26,58,1774.9688,0.0,749.5,60780976,1971.0,19,130,0,17936.5,22.4,0.0,0.0,100.0,215,Pressed,Pressed,Released
1709346335,19.069082,78.355095,35,63,1774.9688,2.484375,742.125,60781032,1971.0,24,130,3,17936.5,18.4,0.4296875,9.6,100.0,215,Released,Pressed,Released
1709346399,19.068974,78.354439,0,67,1774.9688,0.0,93.0,60781116,1971.05,0,130,0,17936.5,22.4,125.5,0.0,100.0,215,Released,Released,Released
1709352054,19.068945,78.354385,0,50,1774.9688,0.0,0.0,60781116,1971.05,0,130,0,17936.5,22.8,125.5,0.0,100.0,215,Released,Pressed,Pressed
1709352117,19.068947,78.354385,0,50,1774.9688,0.0,0.0,60781116,1971.05,0,130,0,17936.5,22.8,125.5,0.0,100.0,215,Released,Pressed,Pressed
1709352180,19.068943,78.354347,42,50,1774.9688,0.0,832.875,60781116,1971.05,32,130,129,17936.5,23.2,0.0,35.6,100.0,215,Released,Pressed,Released
1709352243,19.068529,78.35202,60,56,1774.9688,26.859375,933.5,60781320,1971.05,37,130,14,17936.5,20.8,2.2929688,53.2,100.0,215,Released,Pressed,Released
1709352307,19.068201,78.349983,24,64,1774.9688,1.859375,752.375,60781592,1971.05,17,130,129,17937.0,23.2,0.0,0.0,100.0,215,Pressed,Pressed,Released
1709352370,19.067175,78.349861,26,68,1774.9688,8.78125,749.5,60781712,1971.1,18,130,0,17937.0,26.0,2.3769531,0.0,100.0,215,Pressed,Pressed,Released
1709352828,19.065502,78.350243,37,68,1774.9688,32.515625,817.0,60781824,1971.1,23,130,16,17937.0,22.8,5.3046875,16.0,100.0,215,Released,Pressed,Released
1709352892,19.059988,78.351723,32,73,1774.9688,38.15625,1002.5,60782528,1971.1,25,130,16,17937.0,24.0,4.8164062,33.6,100.0,215,Released,Pressed,Released
1709352957,19.055548,78.352646,68,77,1774.9688,13.890625,682.375,60783036,1971.15,33,130,13,17937.0,19.6,1.5136719,42.0,100.0,215,Released,Pressed,Released
1709353021,19.05266,78.353394,39,82,1774.9688,17.90625,1136.75,60783404,1971.15,30,130,11,17937.5,21.2,1.9257812,52.4,100.0,215,Released,Pressed,Released
1709353085,19.048927,78.353806,37,86,1774.9688,36.75,926.75,60783796,1971.2,28,130,17,17937.5,23.2,4.314453,43.6,100.0,215,Released,Pressed,Released
1709353149,19.043056,78.353966,35,84,1774.9688,44.015625,1153.125,60784404,1971.2,27,130,16,17937.5,27.6,4.5820312,39.2,100.0,215,Released,Pressed,Released
1709353214,19.037655,78.358025,51,83,1774.9688,42.53125,1074.0,60785240,1971.2,38,130,16,17938.0,21.2,3.7480469,50.4,99.6,215,Released,Pressed,Released
1709353279,19.031239,78.361214,21,84,1774.9688,48.515625,762.25,60785976,1971.25,14,130,0,17938.0,23.2,12.917969,0.0,100.0,215,Released,Released,Released
1709353343,19.026596,78.36274,20,84,1774.9688,1.859375,750.75,60786644,1971.25,13,130,129,17938.0,24.0,0.02734375,0.0,100.0,215,Pressed,Pressed,Released
1709353407,19.021523,78.364418,55,84,1774.9688,41.84375,1064.875,60787176,1971.25,45,130,16,17938.5,22.0,2.71875,53.2,100.0,215,Released,Released,Released
1709353472,19.014313,78.367203,38,83,1774.9688,44.75,1124.25,60788116,1971.3,28,130,17,17938.5,22.8,4.6679688,40.4,100.0,215,Released,Released,Released
1709353537,19.008863,78.372993,10,81,1774.9688,44.59375,749.625,60788976,1971.3,7,130,0,17938.5,22.8,32.179688,0.0,100.0,215,Released,Pressed,Released
1709353602,19.004873,78.379097,22,83,1774.9688,45.71875,1182.75,60789848,1971.3,20,130,17,17938.5,20.0,6.7421875,28.4,100.0,215,Released,Pressed,Released
1709353666,19.000153,78.380142,0,84,1774.9688,38.78125,1014.75,60790364,1971.35,0,130,17,17939.0,24.0,125.5,0.0,100.0,215,Pressed,Pressed,Released
1709353731,18.992928,78.380836,21,85,1774.9688,46.703125,771.0,60791240,1971.35,14,130,0,17939.0,21.6,12.607422,0.0,100.0,215,Released,Pressed,Released
1709353796,18.985943,78.377007,9,85,1774.9688,52.0625,852.25,60792084,1971.4,5,130,0,17939.0,21.2,27.248047,0.0,100.0,215,Released,Pressed,Released
1709353861,18.979263,78.376984,42,85,1774.9688,40.546875,1026.0,60792912,1971.4,32,130,17,17939.5,21.6,4.029297,42.8,100.0,215,Released,Released,Released
1709353926,18.9725,78.375443,32,83,1774.9688,38.765625,972.5,60793660,1971.4,24,130,17,17939.5,22.4,5.236328,34.0,100.0,215,Released,Released,Released
1709353991,18.965858,78.37455,30,83,1774.9688,45.625,1051.0,60794356,1971.45,22,130,17,17939.5,22.0,6.390625,33.6,100.0,215,Released,Released,Released
1709354055,18.959845,78.373924,57,84,1774.9688,37.71875,955.0,60795140,1971.45,41,130,17,17939.5,22.0,2.8632812,52.8,100.0,215,Released,Released,Released
1709354120,18.953981,78.372887,21,84,1774.9688,36.46875,920.875,60795768,1971.45,18,130,17,17940.0,22.8,7.8964844,22.4,100.0,215,Released,Released,Released
1709354184,18.948263,78.370911,55,83,1774.9688,32.015625,804.5,60796516,1971.5,36,130,17,17940.0,22.0,3.6582031,84.4,100.0,215,Released,Pressed,Released
1709354249,18.941866,78.36911,64,85,1774.9688,41.9375,1055.75,60797208,1971.5,44,130,17,17940.0,20.8,2.7773438,60.4,100.0,215,Released,Pressed,Released
1709354314,18.934416,78.367393,32,82,1774.9688,39.625,995.0,60798140,1971.5,25,130,17,17940.5,22.0,4.5585938,36.8,100.0,215,Released,Pressed,Released
1709354378,18.929384,78.364853,73,84,1774.9688,42.0,1056.125,60798728,1971.55,55,130,17,17940.5,20.4,2.34375,66.8,100.0,215,Released,Pressed,Released
1709354443,18.922337,78.361275,10,82,1774.9688,33.46875,749.875,60799684,1971.55,6,130,0,17940.5,22.4,18.96875,0.0,100.0,215,Pressed,Released,Released
1709354508,18.917303,78.359138,15,83,1774.9688,28.34375,831.125,60800272,1971.6,6,130,0,17940.5,24.0,11.408203,0.0,100.0,215,Pressed,Pressed,Released
1709354572,18.913733,78.361366,46,85,1774.9688,36.53125,925.75,60800808,1971.6,33,130,16,17941.0,22.4,4.482422,43.2,100.0,215,Released,Pressed,Released
1709354636,18.909534,78.365601,68,85,1774.9688,27.6875,689.875,60801444,1971.6,43,130,16,17941.0,14.0,2.2636719,0.0,100.0,215,Pressed,Released,Released
1709356669,18.905018,78.36644,45,82,1774.9688,42.921875,1087.75,60801944,1971.65,34,130,17,17941.0,19.2,4.2871094,46.0,100.0,215,Released,Pressed,Released
1709356733,18.898315,78.365868,41,83,1774.9688,39.984375,1017.875,60802780,1971.65,31,130,17,17941.5,21.6,4.2695312,42.0,100.0,215,Released,Pressed,Released
1709356798,18.89246,78.364456,35,83,1774.9688,37.328125,950.75,60803408,1971.65,25,130,17,17941.5,18.8,5.7539062,36.0,100.0,215,Released,Released,Released
1709356863,18.887577,78.360519,23,82,1774.9688,46.328125,766.0,60804036,1971.7,16,130,17,17941.5,22.0,3.8652344,0.0,100.0,215,Released,Released,Released
1709356927,18.882681,78.355721,35,82,1774.9688,32.203125,818.375,60804904,1971.7,24,130,17,17941.5,21.6,5.4570312,31.2,100.0,215,Released,Pressed,Released
1709356992,18.878139,78.351273,24,84,1774.9688,40.65625,783.125,60805544,1971.7,17,130,0,17942.0,21.2,8.982422,0.0,100.0,215,Released,Released,Released
1709357056,18.873419,78.347984,85,84,1774.9688,34.765625,879.0,60806272,1971.75,58,130,17,17942.0,20.0,2.1464844,71.6,100.0,215,Released,Pressed,Released
1709357121,18.868725,78.343803,24,83,1774.9688,40.578125,1043.625,60806920,1971.75,12,130,17,17942.5,20.8,8.646484,28.8,100.0,215,Released,Pressed,Released
1709357186,18.86611,78.338005,20,82,1774.9688,45.21875,1133.125,60807676,1971.8,16,130,17,17942.5,22.8,8.470703,34.0,100.0,215,Released,Released,Released
1709357251,18.859644,78.334259,11,83,1774.9688,39.4375,750.375,60808476,1971.8,7,130,0,17942.5,20.8,20.68164,0.0,100.0,215,Released,Released,Released
1709357315,18.854427,78.331825,20,83,1774.9688,38.953125,767.375,60809184,1971.8,14,130,0,17942.5,22.0,10.730469,0.0,100.0,215,Released,Pressed,Released
1709357380,18.84866,78.328957,19,85,1774.9688,43.671875,769.625,60809856,1971.85,13,130,0,17942.5,21.2,13.919922,0.0,100.0,215,Released,Pressed,Released
1709357445,18.842623,78.325874,35,83,1774.9688,41.84375,1048.0,60810676,1971.85,27,130,17,17943.0,21.6,4.9316406,38.0,100.0,215,Released,Pressed,Released
1709357509,18.837053,78.323845,38,83,1774.9688,45.453125,1139.5,60811312,1971.85,27,130,17,17943.0,22.4,4.2734375,40.4,100.0,215,Released,Pressed,Released
1709357573,18.830528,78.323746,54,83,1774.9688,31.703125,795.875,60812032,1971.9,36,130,17,17943.0,20.8,3.375,58.4,100.0,215,Released,Pressed,Released
1709357638,18.824369,78.322975,0,85,1774.9688,46.671875,1092.5,60812780,1971.9,0,130,0,17943.5,16.4,125.5,0.0,100.0,215,Released,Pressed,Released
1709357703,18.818117,78.320038,19,83,1774.9688,43.796875,749.25,60813516,1971.9,13,130,0,17943.5,21.2,12.464844,0.0,100.0,215,Released,Released,Released
1709357768,18.812729,78.317551,10,82,1774.9688,39.109375,749.75,60814240,1971.95,6,130,0,17943.5,21.2,22.595703,0.0,100.0,215,Released,Released,Released
1709357833,18.805855,78.314796,57,85,1774.9688,59.4375,1493.25,60814992,1971.95,46,130,16,17943.5,20.4,2.859375,58.0,99.6,215,Released,Pressed,Released
1709357898,18.798662,78.314323,19,85,1774.9688,54.546875,849.25,60815936,1972.0,11,130,0,17943.5,21.6,16.085938,0.0,100.0,215,Released,Pressed,Released
1709357962,18.793415,78.317413,19,85,1774.9688,14.59375,748.25,60816632,1972.0,13,130,0,17944.0,22.0,4.2734375,0.0,100.0,215,Pressed,Pressed,Released
1709358026,18.792862,78.319649,35,85,1774.9688,5.34375,753.625,60816944,1972.0,20,130,6,17944.0,21.2,0.93359375,0.0,100.0,215,Released,Pressed,Released
1709359082,18.792747,78.320839,0,82,1774.9688,19.875,1076.25,60817020,1972.05,0,130,13,17944.0,21.2,125.5,0.0,100.0,215,Released,Pressed,Released
1709359146,18.792582,78.326233,51,83,1774.9688,28.15625,711.625,60817640,1972.05,33,130,16,17944.0,20.0,4.283203,30.8,100.0,215,Released,Pressed,Released
1709359211,18.794771,78.331093,21,83,1774.9688,33.46875,850.75,60818184,1972.05,15,130,16,17944.0,20.8,8.240234,19.6,100.0,215,Released,Pressed,Released
1709359275,18.795961,78.33651,38,83,1774.9688,38.796875,980.0,60818864,1972.1,27,130,16,17944.5,20.4,4.4492188,38.4,100.0,215,Released,Pressed,Released
1709359339,18.796753,78.34227,38,84,1774.9688,41.671875,1050.375,60819460,1972.1,33,130,16,17944.5,20.8,4.5585938,40.0,100.0,215,Released,Pressed,Released
1709359404,18.798805,78.349503,0,84,1774.9688,43.296875,896.375,60820216,1972.1,0,130,16,17944.5,20.8,125.5,0.0,100.0,215,Released,Pressed,Released
1709359468,18.800148,78.354294,57,83,1774.9688,38.5,965.75,60820836,1972.15,42,130,16,17944.5,20.4,2.8125,56.8,100.0,215,Released,Pressed,Released
1709359533,18.800583,78.361588,50,85,1774.9688,44.609375,1134.5,60821568,1972.15,38,130,16,17945.0,19.2,3.2832031,50.0,100.0,215,Released,Pressed,Released
1709359597,18.80415,78.368591,26,85,1774.9688,57.203125,1433.0,60822516,1972.15,22,130,16,17945.0,21.2,6.7148438,45.2,99.6,215,Released,Pressed,Released
1709359663,18.807854,78.375832,32,85,1774.9688,47.765625,1221.875,60823352,1972.2,23,130,17,17945.0,23.2,5.5390625,36.0,100.0,215,Released,Pressed,Released
1709359727,18.810257,78.383865,0,84,1774.9688,59.046875,1131.375,60824352,1972.2,0,130,0,17945.5,20.0,125.5,0.0,99.6,215,Released,Pressed,Released
1709359792,18.811144,78.39222,19,85,1774.9688,45.484375,772.625,60825200,1972.25,13,130,0,17945.5,19.6,12.8046875,0.0,100.0,215,Released,Pressed,Released
1709359857,18.812218,78.400414,56,82,1774.9688,45.546875,1153.25,60826160,1972.25,41,130,17,17945.5,20.8,3.0332031,54.4,100.0,215,Released,Pressed,Released
1709359922,18.816015,78.407166,32,84,1774.9688,50.71875,1290.5,60826960,1972.25,26,130,17,17945.5,21.6,4.7773438,38.0,80.4,215,Released,Pressed,Released
1709359987,18.818514,78.415771,0,85,1774.9688,54.15625,1069.625,60828004,1972.3,0,130,0,17946.0,19.2,125.5,0.0,99.6,215,Released,Released,Released
1709360052,18.819813,78.42382,19,85,1774.9688,51.515625,773.5,60828824,1972.3,13,130,0,17946.0,20.8,14.5078125,0.0,100.0,215,Released,Pressed,Released
1709360116,18.820599,78.431427,39,84,1774.9688,40.328125,1023.625,60829740,1972.3,30,130,17,17946.0,19.2,4.3945312,40.4,100.0,215,Released,Pressed,Released
1709360181,18.820963,78.438705,30,83,1774.9688,41.75,1051.875,60830480,1972.35,23,130,17,17946.0,18.8,5.251953,34.8,100.0,215,Released,Pressed,Released
1709360246,18.823959,78.44519,37,85,1774.9688,50.46875,1274.75,60831264,1972.35,37,130,17,17946.5,18.8,4.3027344,42.0,94.8,215,Released,Pressed,Released
1709360311,18.826389,78.45327,25,85,1774.9688,56.140625,875.75,60832256,1972.35,13,130,0,17946.5,19.6,10.693359,0.0,100.0,215,Pressed,Pressed,Released
1709360375,18.829685,78.457733,68,86,1774.9688,42.078125,1053.75,60832864,1972.4,52,130,16,17946.5,18.8,2.109375,63.6,100.0,215,Released,Pressed,Released
1709360440,18.83246,78.464241,36,85,1774.9688,41.140625,1042.625,60833728,1972.4,27,130,17,17947.0,18.4,4.5839844,38.4,100.0,215,Released,Pressed,Released
1709360505,18.830523,78.471931,53,84,1774.9688,48.328125,1217.625,60834520,1972.45,43,130,17,17947.0,17.6,3.3398438,53.6,100.0,215,Released,Pressed,Released
1709360570,18.829647,78.477127,75,83,1774.9688,26.390625,656.5,60835184,1972.45,48,130,16,17947.0,18.8,1.8847656,85.6,100.0,215,Released,Pressed,Released
1709360634,18.831736,78.483047,65,86,1774.9688,51.609375,1321.0,60835800,1972.45,49,130,16,17947.5,18.4,2.546875,62.4,100.0,215,Released,Pressed,Released
1709360699,18.833029,78.490334,59,86,1774.9688,50.5,1277.625,60836684,1972.5,47,130,17,17947.5,18.4,2.671875,58.0,100.0,215,Released,Released,Released
1709360764,18.835173,78.497704,9,84,1774.9688,47.984375,756.125,60837500,1972.5,6,130,0,17947.5,19.6,29.208984,0.0,100.0,215,Released,Pressed,Released
1709360828,18.838148,78.504601,9,82,1774.9688,54.0,750.75,60838448,1972.5,6,130,0,17947.5,20.0,43.152344,0.0,100.0,215,Released,Pressed,Released
1709360893,18.837818,78.511757,34,85,1774.9688,41.609375,1058.375,60839200,1972.55,25,130,17,17947.5,18.8,4.4179688,36.0,100.0,215,Released,Released,Released
1709360958,18.838762,78.518784,48,84,1774.9688,47.734375,1219.125,60840020,1972.55,36,130,17,17948.0,19.2,3.7089844,49.6,99.2,215,Released,Pressed,Released
1709361023,18.83749,78.527046,19,84,1774.9688,54.65625,754.125,60840864,1972.6,13,130,0,17948.0,20.4,21.357422,0.0,100.0,215,Released,Pressed,Released
1709361087,18.837273,78.534637,42,85,1774.9688,47.0625,1134.0,60841660,1972.6,33,130,17,17948.0,17.2,3.8125,44.8,100.0,215,Released,Released,Released
1709361152,18.838543,78.539993,74,85,1774.9688,26.234375,1233.25,60842352,1972.6,53,130,13,17948.5,14.4,1.3574219,66.4,100.0,215,Released,Pressed,Released
1709361217,18.835094,78.546638,9,87,1774.9688,46.6875,765.125,60843124,1972.65,6,130,0,17948.5,18.8,28.40625,0.0,100.0,215,Released,Pressed,Released
1709361281,18.832075,78.552597,57,86,1774.9688,47.328125,1192.875,60843960,1972.65,44,130,17,17948.5,18.0,3.0703125,55.2,100.0,215,Released,Released,Released
1709361346,18.829227,78.560211,9,83,1774.9688,48.046875,751.625,60844768,1972.65,6,130,0,17949.0,18.0,28.605469,0.0,100.0,215,Released,Pressed,Released
1709361411,18.829535,78.568016,9,82,1774.9688,48.453125,749.375,60845712,1972.7,6,130,0,17949.0,20.0,28.060547,0.0,100.0,215,Pressed,Pressed,Released
1709361476,18.832338,78.575432,37,85,1774.9688,53.765625,1362.375,60846488,1972.7,28,130,17,17949.0,19.2,4.7578125,82.8,100.0,215,Released,Pressed,Released
1709361540,18.834124,78.583199,55,84,1774.9688,45.46875,1156.25,60847448,1972.7,44,130,17,17949.0,18.4,2.8964844,54.4,100.0,215,Released,Released,Released
1709361605,18.83779,78.59021,24,84,1774.9688,46.828125,755.375,60848272,1972.75,18,130,0,17949.0,19.6,9.873047,0.0,100.0,215,Released,Released,Released
1709361670,18.84417,78.595078,18,84,1774.9688,47.296875,806.625,60849240,1972.75,12,130,0,17949.0,17.6,14.423828,0.0,100.0,215,Released,Pressed,Released
1709361735,18.846518,78.602821,16,85,1774.9688,53.765625,849.125,60850048,1972.8,10,130,0,17949.5,19.6,13.986328,0.0,100.0,215,Released,Pressed,Released
1709361800,18.849857,78.609573,29,85,1774.9688,44.578125,1130.75,60850960,1972.8,22,130,17,17949.5,17.2,6.203125,34.4,100.0,215,Released,Pressed,Released
1709361864,18.848902,78.616249,57,84,1774.9688,33.078125,840.125,60851660,1972.8,38,130,16,17949.5,17.6,3.375,28.4,99.6,215,Released,Pressed,Released
1709361928,18.847977,78.622154,6,84,1774.9688,42.359375,922.25,60852280,1972.85,4,130,16,17949.5,18.0,25.964844,11.6,100.0,215,Released,Pressed,Released
1709361992,18.847366,78.627068,58,85,1774.9688,31.0625,1061.125,60852904,1972.85,44,130,14,17950.0,16.8,2.1953125,64.8,100.0,215,Released,Pressed,Released
1709362057,18.848732,78.63311,0,85,1774.9688,38.609375,1019.625,60853552,1972.85,0,130,17,17950.0,19.6,125.5,0.0,100.0,215,Pressed,Pressed,Released
1709362121,18.846085,78.639038,21,85,1774.9688,46.34375,748.25,60854300,1972.9,14,130,0,17950.0,19.6,12.332031,0.0,100.0,215,Pressed,Released,Released
1709362186,18.843822,78.646324,42,83,1774.9688,46.15625,1169.5,60855088,1972.9,31,130,17,17950.5,16.4,4.1132812,44.0,100.0,215,Released,Pressed,Released
1709362251,18.837454,78.648293,35,84,1774.9688,43.453125,1102.0,60855924,1972.95,30,130,17,17950.5,15.2,4.8085938,36.8,100.0,215,Released,Pressed,Released
1709362315,18.833,78.654114,48,83,1774.9688,41.75,1056.5,60856712,1972.95,36,130,17,17950.5,18.4,3.7304688,48.0,100.0,215,Released,Released,Released
1709362380,18.83075,78.661118,51,85,1774.9688,42.75,1075.5,60857584,1972.95,38,130,17,17950.5,19.2,3.0273438,50.0,100.0,215,Released,Pressed,Released
1709362445,18.82943,78.66909,9,84,1774.9688,41.96875,759.125,60858408,1973.0,6,130,0,17951.0,18.4,33.228516,0.0,100.0,215,Released,Pressed,Released
1709362510,18.829163,78.675858,50,85,1774.9688,45.78125,1157.625,60859088,1973.0,37,130,17,17951.0,17.6,4.064453,50.0,100.0,215,Released,Pressed,Released
1709362575,18.828417,78.683647,9,84,1774.9688,47.125,754.375,60860004,1973.0,6,130,0,17951.0,18.4,36.802734,0.0,100.0,215,Released,Pressed,Released
1709362639,18.827814,78.691498,45,84,1774.9688,45.375,1140.75,60860808,1973.0,38,130,17,17951.5,18.4,3.3476562,49.2,100.0,215,Released,Pressed,Released
1709362704,18.826199,78.699844,10,82,1774.9688,44.171875,752.75,60861800,1973.05,6,130,0,17951.5,16.8,25.919922,0.0,100.0,215,Released,Pressed,Released
1709362769,18.824867,78.706703,10,83,1774.9688,38.3125,751.875,60862536,1973.05,6,130,0,17951.5,19.6,30.251953,0.0,100.0,215,Released,Pressed,Released
1709362832,18.826273,78.710587,0,84,1774.9688,37.546875,969.5,60863060,1973.05,0,130,16,17951.5,20.0,125.5,0.0,100.0,215,Released,Pressed,Released
1709362896,18.825533,78.714455,12,84,1774.9688,0.0,796.625,60863516,1973.1,8,130,129,17951.5,18.0,0.0,0.0,100.0,215,Pressed,Pressed,Released
1709362960,18.824268,78.717949,47,85,1774.9688,32.484375,1026.25,60863836,1973.1,37,130,16,17951.5,17.6,3.5,46.8,100.0,215,Released,Pressed,Released
1709363025,18.82214,78.72525,24,85,1774.9688,46.34375,770.875,60864700,1973.1,17,130,0,17952.0,17.2,10.009766,0.0,100.0,215,Pressed,Pressed,Released
1709363090,18.818396,78.731064,38,84,1774.9688,40.25,1009.625,60865420,1973.15,29,130,17,17952.0,18.8,4.501953,39.6,100.0,215,Released,Released,Released
1709363154,18.816221,78.738022,46,85,1774.9688,49.46875,1252.5,60866272,1973.15,35,130,17,17952.5,16.8,4.0742188,48.4,100.0,215,Released,Released,Released
1709363219,18.815039,78.746361,34,83,1774.9688,50.796875,1282.125,60867116,1973.15,27,130,17,17952.5,18.4,4.2753906,39.6,100.0,215,Released,Pressed,Released
1709363283,18.813894,78.754166,39,84,1774.9688,46.03125,1156.625,60868076,1973.2,30,130,17,17952.5,18.0,3.8261719,42.0,100.0,215,Released,Pressed,Released
1709363348,18.812645,78.761711,42,85,1774.9688,51.515625,1291.25,60868836,1973.2,33,130,17,17952.5,18.4,3.9570312,56.4,100.0,215,Released,Pressed,Released
1709363413,18.81049,78.770416,46,83,1774.9688,47.53125,1198.25,60869876,1973.25,35,130,17,17952.5,18.4,3.8300781,50.4,100.0,215,Released,Pressed,Released
1709363478,18.810471,78.77832,32,84,1774.9688,47.78125,1207.0,60870672,1973.25,28,130,17,17953.0,16.8,4.7929688,38.4,96.4,215,Released,Released,Released
1709363542,18.80772,78.784447,17,85,1774.9688,59.140625,815.875,60871552,1973.25,12,130,0,17953.0,18.8,18.035156,0.0,100.0,215,Released,Released,Released
1709363607,18.806337,78.792168,32,85,1774.9688,47.3125,1196.625,60872392,1973.3,24,130,17,17953.0,16.0,5.1308594,37.6,100.0,215,Released,Released,Released
1709363671,18.801857,78.797508,39,85,1774.9688,45.015625,1183.625,60873140,1973.3,29,130,17,17953.5,17.2,5.3378906,42.0,100.0,215,Released,Released,Released
